更新日期,平台,鞋款類別,商品名稱,價格,評價,評論數,賣家,賣家穩定度,網路價,優惠,推薦分數,價格說明,資料來源,商品連結
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】Nike Dunk Low WHITE BLACK 黑白 熊貓 大童 休閒鞋 CW1590-100,1764,4.6,3,momo購物網,0.88,1764,0%,75.2,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0004485/goodsDetail/TP00044850000212
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】休閒鞋 熊貓 Dunk Low GS 大童 黑白 經典款 皮革 女鞋 CW1590-100,1819,4.8,39,momo購物網,0.88,1819,0%,83.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10430998&Area=search&mdiv=403&oid=1_8&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】休閒鞋 熊貓 Dunk Low GS 大童 黑白 經典款 皮革 女鞋 CW1590-100,1820,4.7,30,momo購物網,0.88,1820,0%,80.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0000087/goodsDetail/TP00000870000016
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】Dunk Low Retro 中童 黑白色 熊貓 休閒鞋 CW1588-100,1839,5.0,2,momo購物網,0.88,1839,0%,86.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14428234&Area=search&mdiv=403&oid=1_14&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】DUNK LOW GS 女鞋 大童 休閒鞋 運動鞋 熊貓 黑白(CW1590100),1846,5.0,23,momo購物網,0.88,1846,0%,88.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13437561&Area=search&mdiv=403&oid=1_23&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】Nike Court 小DUNK 小熊貓 黑白 兒童 運動鞋 童鞋 板鞋 休閒鞋 DN1230-100,1900,0.0,0,momo購物網,0.88,1900,0%,56.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0004022/goodsDetail/TP00040220000574
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】運動鞋 休閒鞋 女鞋 中大童 男鞋 NIKE DUNK LOW GS 黑白 熊貓 經典(CW1590100),1949,4.9,11,momo購物網,0.88,1949,0%,84.7,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13387188&Area=search&mdiv=403&oid=1_22&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】NIKE DUNK LOW GS CW1590-100 女鞋 大童 休閒鞋 運動鞋 熊貓 黑白,1990,5.0,3,momo購物網,0.88,1990,0%,86.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0003634/goodsDetail/TP00036340000458
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】運動鞋 休閒鞋 女鞋 W NIKE DUNK LOW 緩震 抓地力 經典 低筒 熊貓 黑 白(DD1503101),2089,4.9,63,momo購物網,0.88,2089,0%,86.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14270959&Area=search&mdiv=403&oid=1_4&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】休閒鞋 運動鞋 NIKE DUNK LOW 女鞋 黑白黃藍米紫 熊貓 魚骨灰 多款(FV1311-100&),2099,4.9,133,momo購物網,0.88,2099,0%,87.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12039259&Area=search&mdiv=403&oid=1_6&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】運動鞋 休閒鞋 板鞋 NIKE DUNK LOW RETRO 男鞋 熊貓 Dior灰 復古 多款(HF5441-107&),2099,4.8,413,momo購物網,0.88,2099,0%,86.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14086690&Area=search&mdiv=403&oid=1_1&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】運動鞋 休閒鞋 W NIKE DUNK LOW 女鞋 復古鞋 經典 熊貓 灰白 多色(DD1503-101&),2099,4.8,115,momo購物網,0.88,2099,0%,84.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14581234&Area=search&mdiv=403&oid=1_2&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】熊貓出清!!!休閒鞋 Nike Dunk Low Retro 經典款 低筒 黑白 熊貓 男鞋 HF5441-100,2099,4.8,50,momo購物網,0.88,2099,0%,83.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）, https://www.momoshop.com.tw/TP/TP0000087/goodsDetail/TP00000870000054
2026-05-21,momo購物網,童鞋,【NIKE 耐吉】休閒鞋 熊貓 Dunk Low GS 大童鞋 經典 皮革 白 黑 女鞋(CW1590-100),2166,4.8,151,momo購物網,0.88,2166,0%,84.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8423997&Area=search&mdiv=403&oid=1_12&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】休閒鞋 男鞋 運動鞋 DUNK LOW RETRO SE 熊貓 HQ1965-100,2166,4.5,0,momo購物網,0.88,2166,0%,70.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14433337&Area=search&mdiv=403&oid=1_10&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】休閒鞋 男鞋 運動鞋 DUNK LOW RETRO SE 毛毛熊貓 IB2990-100,2166,4.5,0,momo購物網,0.88,2166,0%,70.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14433334&Area=search&mdiv=403&oid=1_16&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】運動鞋 休閒鞋 男鞋 NIKE DUNK LOW RETRO SE 板鞋 緩震 亮皮 熊貓 黑白(HQ1965100),2233,5.0,3,momo購物網,0.88,2233,0%,85.7,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14353262&Area=search&mdiv=403&oid=1_21&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】休閒鞋 Dunk Low Retro SE 男鞋 熊貓 毛絨 麂皮 黑 米白(IB2990-100),2322,5.0,3,momo購物網,0.88,2322,0%,85.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14325239&Area=search&mdiv=403&oid=1_11&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】休閒鞋 Dunk HI Retro 運動 男女鞋 經典款 高筒 熊貓配色 情侶穿搭 皮革 黑 白(DD1399-105),2356,5.0,4,momo購物網,0.88,2356,0%,85.7,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9774100&Area=search&mdiv=403&oid=1_20&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】休閒鞋 熊貓 Dunk Low 女鞋 復刻 Black 黑 白(DD1503-101),2451,4.8,152,momo購物網,0.88,2451,0%,84.2,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8409346&Area=search&mdiv=403&oid=1_17&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Dunk Low Retro 男鞋 黑白色 熊貓 低筒 Dunk 休閒 皮革 透氣 休閒鞋 HF5441-100,2451,5.0,2,momo購物網,0.88,2451,0%,85.0,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13663580&Area=search&mdiv=403&oid=1_19&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】運動鞋 休閒鞋 男鞋 女鞋 DUNK LOW RETRO White Black Panda 2025 黑白 熊貓(HF5441100),2454,4.9,33,momo購物網,0.88,2454,0%,85.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13674659&Area=search&mdiv=403&oid=1_3&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】DUNK LOW RETRO 男鞋 休閒鞋 運動鞋 經典 百搭 熊貓 黑白(HF5441100),2517,4.8,6,momo購物網,0.88,2517,0%,80.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13836734&Area=search&mdiv=403&oid=1_9&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,未標示,【NIKE 耐吉】Dunk Low Retro 男 運動休閒鞋 低筒 復古 舒適 穿搭 熊貓 黑白(HF5441-100),2581,5.0,3,momo購物網,0.88,2581,0%,85.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13649763&Area=search&mdiv=403&oid=1_13&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】休閒鞋 W Dunk Low 女鞋 男鞋 黑白浮雕 反轉熊貓 馬年 穿搭 潮流 限量 IF3944-001,4417,4.9,14,momo購物網,0.88,4417,0%,80.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14988639&Area=search&mdiv=403&oid=1_7&cid=index&kw=NIKE%2Bdunk%2B%E7%86%8A%E8%B2%93
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】運動鞋 休閒鞋 女鞋 W NIKE DUNK LOW 緩震 抓地力 經典 低筒 熊貓 黑 白(DD1503101),2089,4.9,63,momo購物網,0.88,2089,0%,86.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14270959&Area=search&mdiv=403&oid=1_11&cid=index&kw=Dunk
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】休閒鞋 運動鞋 NIKE DUNK LOW 女鞋 黑白黃藍米紫 熊貓 魚骨灰 多款(FV1311-100&),2099,4.9,133,momo購物網,0.88,2099,0%,87.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12039259&Area=search&mdiv=403&oid=1_10&cid=index&kw=Dunk
2026-05-21,momo購物網,女鞋,【NIKE 耐吉】運動鞋 休閒鞋 W NIKE DUNK LOW 女鞋 復古鞋 經典 熊貓 灰白 多色(DD1503-101&),2099,4.8,115,momo購物網,0.88,2099,0%,84.4,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14581234&Area=search&mdiv=403&oid=1_2&cid=index&kw=Dunk
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】運動鞋 休閒鞋 男鞋 女鞋 DUNK LOW RETRO White Black Panda 2025 黑白 熊貓(HF5441100),2454,4.9,33,momo購物網,0.88,2454,0%,85.1,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13674659&Area=search&mdiv=403&oid=1_25&cid=index&kw=Dunk
2026-05-21,momo購物網,男女通用,【NIKE 耐吉】休閒鞋 W Dunk Low 女鞋 男鞋 黑白浮雕 反轉熊貓 馬年 穿搭 潮流 限量 IF3944-001,4417,4.9,14,momo購物網,0.88,4417,0%,80.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14988639&Area=search&mdiv=403&oid=1_17&cid=index&kw=Dunk
2026-05-21,PChome,童鞋,Kobe 5 Protro Year Of The Mamba 蛇年限定 金屬紫金 GS 低筒 緩震 休閒鞋 大童鞋 HM3753-500,4014,4.5,0,PChome 24h購物,0.9,4014,0%,67.5,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I9MJB
2026-05-21,PChome,童鞋,"Kobe 5 Protro GS ""Year of the Mamba"" 曼巴之年 大童 女鞋 紫 黑 金 籃球鞋 運動鞋 童鞋 HM3753-500",5480,4.5,0,PChome 24h購物,0.9,5480,0%,65.1,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JFOU3
2026-05-21,PChome,女鞋,休閒鞋 Wmns Dunk Low 女鞋 泰迪熊棕 咖啡 藍 FZ2552-001,1480,4.5,0,PChome 24h購物,0.9,1480,0%,71.6,PChome API 價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I7CCX
2026-05-21,PChome,童鞋,Nike Dunk Low Beach 海灘 GS 漸層 棕櫚樹 休閒鞋 大童鞋 IB8891-191,1501,4.5,0,PChome 24h購物,0.9,1766,15%,71.6,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IK63R
2026-05-21,PChome,未標示,Dunk Low Honeydew 男 哈密瓜 低筒 潮流 運動 休閒 休閒鞋 DV0831-105,1512,4.5,0,PChome 24h購物,0.9,1699,11%,71.5,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2B-A900H10AV
2026-05-21,PChome,童鞋,DUNK LOW (TDE) 嬰幼 童鞋 休閒鞋 黑白 熊貓-CW1589100,1512,4.5,0,PChome 24h購物,0.9,1800,16%,71.5,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900IJWRG
2026-05-21,PChome,未標示,W  DUNK HIGH SE 休閒鞋 女 -FD0882400,1600,4.5,0,PChome 24h購物,0.9,1905,16%,71.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2W-A900FYAIB
2026-05-21,PChome,男鞋,Dunk Low Retro PRM Cacao Wow 摩卡可可棕 休閒鞋 運動鞋 低筒 男鞋 HV1794-211,1606,4.5,0,PChome 24h購物,0.9,1890,15%,71.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IXU3K
2026-05-21,PChome,童鞋,NIKE DUNK LOW BG 大童鞋 女鞋 休閒鞋 鐵灰 螢光綠-HQ3569068,1611,4.5,0,PChome 24h購物,0.9,1918,16%,71.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2O-A900I15ZA
2026-05-21,PChome,未標示,DUNK LOW 男女休閒鞋,1631,4.5,0,PChome 24h購物,0.9,1699,4%,71.4,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IX2Z5
2026-05-21,PChome,童鞋,NIKE DUNK LOW GS 中大童 休閒鞋 白綠-FB9109114,1640,4.5,0,PChome 24h購物,0.9,2025,19%,71.3,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX7T-A900IIFRI
2026-05-21,PChome,女鞋,Dunk Low Next Nature Sesame 奶棕 環保 透氣 休閒鞋 女鞋 DD1873-201,1684,4.5,0,PChome 24h購物,0.9,1982,15%,71.3,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I979L
2026-05-21,PChome,童鞋,Dunk Low Dark Team Red 酒漬櫻桃 GS 深紅白 低筒 休閒鞋 大童鞋 FZ4352-600,1684,4.5,0,PChome 24h購物,0.9,1982,15%,71.3,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I8VJR
2026-05-21,PChome,童鞋,Dunk Low WHITE BLACK 黑白 熊貓 大童 休閒鞋 CW1590-100,1699,4.5,0,PChome 24h購物,0.9,1999,15%,71.2,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2C-A900FY06G
2026-05-21,PChome,女鞋,W Nike Dunk Low Disrupt Ash Green 灰綠 解構 質感 絨布 休閒鞋 女鞋 DO5219-010,1705,4.5,0,PChome 24h購物,0.9,2006,15%,71.2,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IV5R9
2026-05-21,PChome,女鞋,WMNS DUNK LOW 女鞋 休閒鞋 白棕色-HJ7673100,1726,4.5,0,PChome 24h購物,0.9,2132,19%,71.2,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HRT4Y
2026-05-21,PChome,女鞋,W DUNK LOW LX 女鞋 休閒鞋 奶茶金 卡其金-HM3695071,1742,4.5,0,PChome 24h購物,0.9,2151,19%,71.2,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HN8O5
2026-05-21,PChome,童鞋,DUNK LOW (PS) 中大童 童鞋 女鞋 休閒鞋 黑白色-CW1588100,1782,4.5,0,PChome 24h購物,0.9,2200,19%,71.1,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HRY5G
2026-05-21,PChome,童鞋,Dunk Low GS Year of the Snake 蛇年限定 白綠 低筒 舒適 2025春節限定 休閒鞋 大童鞋 HV6001-101,1784,4.5,0,PChome 24h購物,0.9,2099,15%,71.1,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DIEL09-A900I8UW0
2026-05-21,PChome,女鞋,休閒鞋 Wmns Dunk Low 女鞋 米白 紫 浮雕 麻繩 低筒 IH0639-011,1960,4.5,0,PChome 24h購物,0.9,2280,14%,70.8,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J031Q
2026-05-21,PChome,童鞋,休閒鞋 Dunk Low GS 女鞋 大童鞋 白 黑 熊貓 低筒 經典款  CW1590-100,1960,4.5,0,PChome 24h購物,0.9,2280,14%,70.8,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900H1HJ0
2026-05-21,PChome,男鞋,休閒鞋 Dunk Low Retro QS 萬聖節 男鞋 爆裂紋 骷髏頭 牛油果綠 黑 HV6103-300,1960,4.5,0,PChome 24h購物,0.9,2280,14%,70.8,PChome API 最低折扣價,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I2UJ6
2026-05-21,PChome,男鞋,DUNK LOW RETRO 男鞋 休閒鞋,1999,4.5,0,PChome 24h購物,0.9,1999,0%,70.8,PChome API 價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J198Z
2026-05-21,PChome,未標示,經典Dunk Low Next Nature 板鞋 休閒鞋 經典logo 戶外休閒 DD1873-402,2090,4.5,0,PChome 24h購物,0.9,2090,0%,70.6,PChome API 價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IV6B6
2026-05-21,PChome,男女通用,休閒鞋 Dunk Low 男鞋 女鞋 深藍 午夜藍 白 復古 低筒 HF5441-107,2280,4.5,0,PChome 24h購物,0.9,2280,0%,70.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IAMF8
2026-05-21,PChome,男鞋,Nike Dunk Low Mustard Yellow 芥末黃 低筒 休閒鞋 男鞋 HF5441-109,2305,4.5,0,PChome 24h購物,0.9,2305,0%,70.3,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IQEKO
2026-05-21,PChome,男鞋,滑板鞋 SB Dunk Low Pro PRM 男鞋 綠 灰 麂皮 撞色 休閒鞋 HQ1626-300,2380,4.5,0,PChome 24h購物,0.9,2380,0%,70.1,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J5DY1
2026-05-21,PChome,男鞋,Dunk Low Retro LT Photo Blue 藍色 低筒 復古 休閒鞋 男鞋 HF5441-002,2433,4.5,0,PChome 24h購物,0.9,2433,0%,70.1,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IQEKC
2026-05-21,PChome,未標示,Dunk Low Avocado 酪梨 牛油果綠 休閒鞋 DM7606-300,2433,4.5,0,PChome 24h購物,0.9,2433,0%,70.1,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2J-A900FRCXG
2026-05-21,PChome,未標示,DUNK LOW RETRO PRM 男 休閒鞋 棕色-FN5825100,2454,4.5,0,PChome 24h購物,0.9,2454,0%,70.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HLJGM
2026-05-21,PChome,女鞋,W DUNK LOW PRM 女鞋 休閒鞋 白藍綠-FB7910100,2454,4.5,0,PChome 24h購物,0.9,2454,0%,70.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HT67T
2026-05-21,PChome,女鞋,W DUNK LOW SE 女鞋 休閒鞋 米白 黑 麂皮-HQ3502100,2454,4.5,0,PChome 24h購物,0.9,2454,0%,70.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I5DIK
2026-05-21,PChome,男鞋,Nike 男鞋 Dunk/Force系列 休閒鞋 FJ4146112 HQ2037100 HF5441104 HF5441111 HJ4465700 HF5441102,2480,4.5,0,PChome 24h購物,0.9,2480,0%,70.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ITLPV
2026-05-21,PChome,男鞋,休閒鞋 Dunk Low Retro SE 男鞋 灰 綠 麂皮 復古 經典 IB6399-002,2480,4.5,0,PChome 24h購物,0.9,2480,0%,70.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J24D2
2026-05-21,PChome,女鞋,Wmns Dunk Low Retro Black 黑 白 熊貓 女鞋 低筒 DD1503-101,2488,4.5,0,PChome 24h購物,0.9,2488,0%,70.0,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900F60VY
2026-05-21,PChome,男鞋,DUNK LOW RETRO 男鞋 休閒鞋 白色 芥末黃-HF5441109,2561,4.5,0,PChome 24h購物,0.9,2561,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IUX5B
2026-05-21,PChome,男鞋,DUNK LOW RETRO 男鞋 休閒鞋 白色 藍紅-HF5441601,2561,4.5,0,PChome 24h購物,0.9,2561,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IUX6E
2026-05-21,PChome,女鞋,W DUNK LOW LX 女鞋 休閒鞋 棕色 丹寧藍-HQ3459212,2561,4.5,0,PChome 24h購物,0.9,2561,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900I21VM
2026-05-21,PChome,男鞋,SB DUNK LOW PRO WC 男鞋 滑板鞋 酪梨綠-FQ7585200,2561,4.5,0,PChome 24h購物,0.9,2561,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXBY2L-A900HYZ5A
2026-05-21,PChome,男鞋,DUNK LOW RETRO 男鞋 休閒鞋 黃黑色-HF5441700,2561,4.5,0,PChome 24h購物,0.9,2561,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IUX61
2026-05-21,PChome,未標示,W DUNK LOW NEXT NATURE 女 休閒鞋 奶棕-DD1873201,2561,4.5,0,PChome 24h購物,0.9,2561,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ICTJX
2026-05-21,PChome,未標示,W DUNK LOW NN 女 休閒鞋 紫 奶油白-FZ4349100,2561,4.5,0,PChome 24h購物,0.9,2561,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ICTM2
2026-05-21,PChome,男鞋,休閒鞋 Dunk Low Retro SE 男鞋 熊貓 毛絨 麂皮 黑 米白 IB2990-100,2580,4.5,0,PChome 24h購物,0.9,2580,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J54VY
2026-05-21,PChome,未標示,Dunk Low WHITE BLACK 黑白 熊貓 休閒鞋 DD1503-101,2649,4.5,0,PChome 24h購物,0.9,2649,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX2J-A900FRID5
2026-05-21,PChome,女鞋,WMNS DUNK LOW 女 休閒鞋 白灰綠-IB3484001,2668,4.5,0,PChome 24h購物,0.9,2668,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ICTPP
2026-05-21,PChome,女鞋,W DUNK LOW SE 女鞋 休閒鞋 灰白 黑 雙勾 麂皮-HV1800101,2668,4.5,0,PChome 24h購物,0.9,2668,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900I5DI8
2026-05-21,PChome,未標示,W DUNK LOW 女 休閒鞋 灰白紫-HF1985001,2668,4.5,0,PChome 24h購物,0.9,2668,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900ICTM5
2026-05-21,PChome,女鞋,休閒鞋 Wmns Dunk Low Next Nature 女鞋 灰 白 百搭 低筒 DD1873-113,2680,4.5,0,PChome 24h購物,0.9,2680,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900IGTVI
